"","taxon","user_supplied_name","taxon_rank","kingdom","phylum","class","order","family","genus","species","superfamily","paper","subgenus","infraspecies"
"1253","Hodotermopsis sjostedti Holmgren, 1911","Hodotermopsis sjostedri","species","Animalia","Arthropoda","Insecta","Blattodea","Archotermopsidae","Hodotermopsis","Hodotermopsis sjostedti","Blattoidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1254","Termopsidae","Termopsidae","family","Animalia","Arthropoda","Insecta","Blattodea","Termopsidae",NA,NA,"Blattoidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1255","Cyrtodiopsis","Cyrtodiopsis dalmanni","genus","Animalia","Arthropoda","Insecta","Diptera","Diopsidae","Cyrtodiopsis",NA,NA,"Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1256","Hypselosoma","Hypselosoma","genus","Animalia","Arthropoda","Insecta","Hemiptera","Schizopteridae","Hypselosoma",NA,"Dipsocoroidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1257","Leistotrophus","Leistotrophus versicolor","genus","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Leistotrophus",NA,"Staphylinoidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1258","Staphylinidae","Staphylinidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae",NA,NA,"Staphylinoidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1259","Lygaeoidea","Lygaeoidea","superfamily","Animalia","Arthropoda","Insecta","Hemiptera",NA,NA,NA,"Lygaeoidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1260","Kuma","Kuma","genus","Animalia","Xenacoelomorpha","Not assigned","Acoela","Proporidae","Kuma",NA,NA,"Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1261","Nemestrinidae","Nemestrinidae","family","Animalia","Arthropoda","Insecta","Diptera","Nemestrinidae",NA,NA,NA,"Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1262","Prosoeca","Prosoeca","genus","Animalia","Arthropoda","Insecta","Diptera","Nemestrinidae","Prosoeca",NA,NA,"Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1263","Hodotermopsis","Hodotermopsis japonica","genus","Animalia","Arthropoda","Insecta","Blattodea","Archotermopsidae","Hodotermopsis",NA,"Blattoidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1264","Mantispa styriaca (Poda, 1761)","Mantispa styriaca","species","Animalia","Arthropoda","Insecta","Neuroptera","Mantispidae","Mantispa","Mantispa styriaca",NA,"Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1265","Dictyoptera","Dictyoptera","genus","Animalia","Arthropoda","Insecta","Coleoptera","Lycidae","Dictyoptera",NA,"Elateroidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1266","Mantodea","Mantodea","order","Animalia","Arthropoda","Insecta","Mantodea",NA,NA,NA,NA,"Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1267","Fulgoridae","Fulgoridae","family","Animalia","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,NA,"Fulgoroidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1268","Anthocoridae","Anthocoridae","family","Animalia","Arthropoda","Insecta","Hemiptera","Anthocoridae",NA,NA,"Cimicoidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1269","Angraecum sesquipedale Thouars","Angraecum sesquipedale","species","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Angraecum","Angraecum sesquipedale",NA,"Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1270","Macromerus bicinctus Champion, 1905","Macromerus bicinctus","species","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Macromerus","Macromerus bicinctus","Curculionoidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1271","Acrocinus longimanus (Linné, 1758)","Acrocinus longimanus","species","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Acrocinus","Acrocinus longimanus","Chrysomeloidea","Frankenberg et al. 2018 Nannocoris - Christiane Weirauch.pdf",NA,NA
"1272","Psocidae","Psocidae","family","Animalia","Arthropoda","Insecta","Psocodea","Psocidae",NA,NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1273","Insecta","Insecta","class","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1274","Clematostigma","Clematostigma","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Clematostigma",NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1275","Lasiopsocus","Lasiopsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Lasiopsocus",NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1276","Tanystigma","Tanystigma","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Tanystigma",NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1277","Blaste lunulata (New, 1974)","Blaste lunulata","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Blaste","Blaste lunulata",NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1278","Kaindipsocus","Kaindipsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Kaindipsocus",NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1279","Glossoblaste amamiensis Yoshizawa, 2010","Glossoblaste amamiensis","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Glossoblaste","Glossoblaste amamiensis",NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1280","Blaste","Blaste","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Blaste",NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1281","Tanystigma latimentula (Smithers, Courtenay, 1977)","Tanystigma latimentula","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Tanystigma","Tanystigma latimentulum",NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1282","Lasiopsocus dicellus Smithers, Courtenay, 1984","Lasiopsocus dicellyus","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Lasiopsocus","Lasiopsocus dicellus",NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1283","Atlantopsocus personatus (Hagen, 1865)","Atlantopsocus personatus","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Atlantopsocus","Atlantopsocus personatus",NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1284","Oreopsocus buholzeri Lienhard, 1986","Oreopsocus buholzeri","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Oreopsocus","Oreopsocus buholzeri",NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1285","Indiopsocus","Indiopsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Indiopsocus",NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1286","Trichadenotecnum","Trichadenotecnum","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Trichadenotecnum",NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1287","Myopsocidae","Myopsocidae","family","Animalia","Arthropoda","Insecta","Psocodea","Myopsocidae",NA,NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1288","Camelopsocus","Camelopsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Camelopsocus",NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1289","Goja","Goja","genus","Animalia","Arthropoda","Insecta","Psocodea","Epipsocidae","Goja",NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1290","Epipsocidae","Epipsocidae","family","Animalia","Arthropoda","Insecta","Psocodea","Epipsocidae",NA,NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1291","Lophopterygella camelina Enderlein, 1907","Lophopterygella camelina","species","Animalia","Arthropoda","Insecta","Psocodea","Myopsocidae","Lophopterygella","Lophopterygella camelina",NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1292","Caeciliusidae","Caeciliusidae","family","Animalia","Arthropoda","Insecta","Psocodea","Caeciliusidae",NA,NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1293","Victoria","Victoria","genus","Plantae","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Victoria",NA,NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1294","Matsumurana","Matsumurana","genus","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Matsumurana",NA,"Membracoidea","Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1295","Clematostigma maculiceps (Enderlein, 1903)","Clematostigma maculiceps","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Clematostigma","Clematostigma maculiceps",NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1296","Kaindipsocus splendidus Lienhard, 2008","Kaindipsocus splendidus","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Kaindipsocus","Kaindipsocus splendidus",NA,"Invert.Systematics.2011 - Julie Allen.pdf",NA,NA
"1297","Psocidae","Psocidae","family","Animalia","Arthropoda","Insecta","Psocodea","Psocidae",NA,NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1298","Ptycta","Ptycta","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Ptycta",NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1299","Laupala","Laupala","genus","Animalia","Arthropoda","Insecta","Orthoptera","Trigonidiidae","Laupala",NA,"Grylloidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1300","Succineidae","Succineidae","family","Animalia","Mollusca","Gastropoda","Stylommatophora","Succineidae",NA,NA,"Succineoidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1301","Drosophila","Drosophila","genus","Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Drosophila",NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1302","Tetragnatha","Tetragnatha","genus","Animalia","Arthropoda","Arachnida","Araneae","Tetragnathidae","Tetragnatha",NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1303","Nesophrosyne","Nesophrosyne","genus","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Nesophrosyne",NA,"Membracoidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1304","Sarona","Sarona","genus","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Sarona",NA,"Miroidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1305","Prognathogryllus","Prognathogryllus","genus","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Prognathogryllus",NA,"Grylloidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1306","Hylaeus","Hylaeus","genus","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus",NA,"Apoidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1307","Megalagrion","Megalagrion","genus","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Megalagrion",NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1308","Psocus haleakalae Perkins, 1899","Psocus haleakalae","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Ptycta","Ptycta haleakalae",NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1309","Psocus distinguendus Perkins, 1899","Psocus distinguendus","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Ptycta","Ptycta distinguenda",NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1310","Clematostigma schillei Enderlein, 1906","Clematostigma schillei","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Ptycta","Ptycta schillei",NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1311","Camelopsocus","Camelopsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Camelopsocus",NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1312","Indiopsocus","Indiopsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Indiopsocus",NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1313","Kaindipsocus","Kaindipsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Kaindipsocus",NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1314","Nihoa","Nihoa","genus","Animalia","Arthropoda","Arachnida","Araneae","Barychelidae","Nihoa",NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1315","Ptycta stenomedia Thornton, 1984","Ptycta stenomedia","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Ptycta","Ptycta stenomedia",NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1316","Miridae","Miridae","family","Animalia","Arthropoda","Insecta","Hemiptera","Miridae",NA,NA,"Miroidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1317","Hemiptera","Hemiptera","order","Animalia","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1318","Cicadellidae","Cicadellidae","family","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae",NA,NA,"Membracoidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1319","Broussaisia arguta Gaudich.","Broussaisia arguta","species","Plantae","Tracheophyta","Magnoliopsida","Cornales","Hydrangeaceae","Hydrangea","Hydrangea arguta",NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1320","Hydrangeaceae","Hydrangeaceae","family","Plantae","Tracheophyta","Magnoliopsida","Cornales","Hydrangeaceae",NA,NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1321","Coleoptera","Coleoptera","order","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1322","Carabidae","Carabidae","family","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",NA,NA,"Caraboidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1323","Araneae","Araneae","order","Animalia","Arthropoda","Arachnida","Araneae",NA,NA,NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1324","Tetragnathidae","Tetragnathidae","family","Animalia","Arthropoda","Arachnida","Araneae","Tetragnathidae",NA,NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1325","Odonata","Odonata","order","Animalia","Arthropoda","Insecta","Odonata",NA,NA,NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1326","Coenagrionidae","Coenagrionidae","family","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1327","Insecta","Insecta","class","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1328","Mus","Mus eum","genus","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus",NA,"Muroidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1329","Hymenoptera","Hymenoptera","order","Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1330","Colletidae","Colletidae","family","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae",NA,NA,"Apoidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1331","Cosmopterigidae","Cosmopterigidae","family","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae",NA,NA,"Gelechioidea","J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1332","Trichadenotecnum","Trichadenotecnum","genus","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Trichadenotecnum",NA,NA,"J.Biogeography.2014 - Julie Allen.pdf",NA,NA
"1333","Boyeria","Boyeria","genus","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria",NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1334","Odonata","Odonata","order","Animalia","Arthropoda","Insecta","Odonata",NA,NA,NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1335","Anisoptera","Anisoptera","genus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Dipterocarpaceae","Anisoptera",NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1336","Aeshnidae","Aeshnidae","family","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae",NA,NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1337","Boyeria irene Fonscolombe, 1838","Boyeria irene","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria","Boyeria irene",NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1338","Boyeria cretensis Peters, 1991","Boyeria cretensis","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria","Boyeria cretensis",NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1339","Boyeria","Boyeria jamjari","genus","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria",NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1340","Boyeria karubei Yokoi, 2002","Boyeria karubei","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria","Boyeria karubei",NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1341","Boyeria maclachlani Selys, 1883","Boyeria maclachlani","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria","Boyeria maclachlani",NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1342","Boyeria sinensis Asahina, 1978","Boyeria sinensis","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria","Boyeria sinensis",NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1343","Boyeria grafiana Williamson, 1907","Boyeria grafiana","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria","Boyeria grafiana",NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1344","Boyeria vinosa Say, 1839","Boyeria vinosa","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria","Boyeria vinosa",NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1345","Aeshna","Aeshna","genus","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna",NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1346","Anax","Anax","genus","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Anax",NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1347","Melissa","Melissa","genus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Melissa",NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1348","Insecta","Insecta","class","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1349","Libellula","Libellula","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula",NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1350","Campanulaceae","Campanulaceae","family","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae",NA,NA,NA,"KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1351","Taron","Taron","genus","Animalia","Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Taron",NA,"Buccinoidea","KOHLI_et_al-2014-Systematic_Entomology - Manpreet Kohli.pdf",NA,NA
"1352","Heteroceridae","Heteroceridae","family","Animalia","Arthropoda","Insecta","Coleoptera","Heteroceridae",NA,NA,"Byrrhoidea","KingStarrandLago 2011 - Heteroceridae - Crystal maier.pdf",NA,NA
"1353","Coleoptera","Coleoptera","order","Animalia","Arthropoda","Insecta","Coleoptera",NA,NA,NA,NA,"KingStarrandLago 2011 - Heteroceridae - Crystal maier.pdf",NA,NA
"1354","Tropicus","Tropicus","genus","Animalia","Arthropoda","Insecta","Coleoptera","Heteroceridae","Tropicus",NA,"Byrrhoidea","KingStarrandLago 2011 - Heteroceridae - Crystal maier.pdf",NA,NA
"1355","Augyles","Augyles","genus","Animalia","Arthropoda","Insecta","Coleoptera","Heteroceridae","Augyles",NA,"Byrrhoidea","KingStarrandLago 2011 - Heteroceridae - Crystal maier.pdf",NA,NA
"1356","Heterocerus","Heterocerus","genus","Animalia","Arthropoda","Insecta","Coleoptera","Heteroceridae","Heterocerus",NA,"Byrrhoidea","KingStarrandLago 2011 - Heteroceridae - Crystal maier.pdf",NA,NA
"1357","Lapsus tristis (Mannerheim, 1853)","Lapsus tristis","species","Animalia","Arthropoda","Insecta","Coleoptera","Heteroceridae","Lapsus","Lapsus tristis","Byrrhoidea","KingStarrandLago 2011 - Heteroceridae - Crystal maier.pdf",NA,NA
"1358","Heterocerus","Heterocerus fenestratus","genus","Animalia","Arthropoda","Insecta","Coleoptera","Heteroceridae","Heterocerus",NA,"Byrrhoidea","KingStarrandLago 2011 - Heteroceridae - Crystal maier.pdf",NA,NA
"1359","Neoheterocerus","Neoheterocerus","genus","Animalia","Arthropoda","Insecta","Coleoptera","Heteroceridae","Neoheterocerus",NA,"Byrrhoidea","KingStarrandLago 2011 - Heteroceridae - Crystal maier.pdf",NA,NA
"1360","Lanternarius","Lanternarius","genus","Animalia","Echinodermata","Echinoidea","Not assigned","Not assigned","Lanternarius",NA,NA,"KingStarrandLago 2011 - Heteroceridae - Crystal maier.pdf",NA,NA
"1361","Efflagitatus","Efflagitatus","genus","Animalia","Arthropoda","Insecta","Coleoptera","Heteroceridae","Efflagitatus",NA,"Byrrhoidea","KingStarrandLago 2011 - Heteroceridae - Crystal maier.pdf",NA,NA
