"","taxon","user_supplied_name","taxon_rank","kingdom","phylum","class","order","family","genus","species","superfamily","paper","subgenus","infraspecies"
"4087","Paracaecilius japanus (Enderlein, 1906)","Paracaecilius japanus","species","Animalia","Arthropoda","Insecta","Psocodea","Paracaeciliidae","Paracaecilius","Paracaecilius japanus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4088","Idatenopsocus orientalis (Vishnyakova, 1986)","Idatenopsocus orientalis","species","Animalia","Arthropoda","Insecta","Psocodea","Mesopsocidae","Idatenopsocus","Idatenopsocus orientalis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4089","Mesopsocus unipunctatus Badonnel, 1931","Mesopsocus unipunctatus","species","Animalia","Arthropoda","Insecta","Psocodea","Mesopsocidae","Mesopsocus","Mesopsocus duboscqui",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4090","Mesopsocus hongkongensis Thornton, 1959","Mesopsocus hongkongensis","species","Animalia","Arthropoda","Insecta","Psocodea","Mesopsocidae","Mesopsocus","Mesopsocus hongkongensis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4091","Anomopsocus amabilis (Walsh, 1862)","Anomopsocus amabilis","species","Animalia","Arthropoda","Insecta","Psocodea","Lachesillidae","Anomopsocus","Anomopsocus amabilis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4092","Eolachesilla chilensis Badonnel, 1967","Eolachesilla chilensis","species","Animalia","Arthropoda","Insecta","Psocodea","Lachesillidae","Eolachesilla","Eolachesilla chilensis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4093","Reuterella helvimacula (Enderlein, 1901)","Reuterella helvimacula","species","Animalia","Arthropoda","Insecta","Psocodea","Elipsocidae","Reuterella","Reuterella helvimacula",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4094","Cuneopalpus cyanops (Rostock, 1876)","Cuneopalpus cyanops","species","Animalia","Arthropoda","Insecta","Psocodea","Elipsocidae","Cuneopalpus","Cuneopalpus cyanops",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4095","Elipsocus","Elipsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Elipsocidae","Elipsocus",NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4096","Philotarsopsis","Philotarsopsis omatus","genus","Animalia","Arthropoda","Insecta","Psocodea","Philotarsidae","Philotarsopsis",NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4097","Aaroniella badonneli Thornton, 1990","Aaroniella badonneli","species","Animalia","Arthropoda","Insecta","Psocodea","Philotarsidae","Aaroniella","Aaroniella andrei",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4098","Haplophallus wongae Thornton & New, 1977","Haplophallus wongae","species","Animalia","Arthropoda","Insecta","Psocodea","Philotarsidae","Haplophallus","Haplophallus wongae",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4099","Philotarsus kwakiutl Mockford, 1951","Philotarsus kwakiutl","species","Animalia","Arthropoda","Insecta","Psocodea","Philotarsidae","Philotarsus","Philotarsus kwakiutl",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4100","Trichopsocus dalii (McLachlan, 1867)","Trichopsocus dalii","species","Animalia","Arthropoda","Insecta","Psocodea","Trichopsocidae","Trichopsocus","Trichopsocus dalii",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4101","Austropsocus","Austropsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Austropsocus",NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4102","Mepleres suzukii (Okamoto, 1910)","Mepleres suzukii","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Mepleres","Mepleres suzukii",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4103","Heterocaecilius fuscus Yoshizawa, 1996","Heterocaecilius fuscus","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Heterocaecilius","Heterocaecilius fuscus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4104","Phallocaecilius hirsutus (Thornton, 1961)","Phallocaecilius hirsutus","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Phallocaecilius","Phallocaecilius hirsutus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4105","Ophiodopelma glyptocephalum Lienhard, 1985","Ophiodopelma glyptocephalum","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Ophiodopelma","Ophiodopelma glyptocephalum",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4106","Allopsocus marginalis Banks, N., 1920","Calopsocus marginalis","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Allopsocus","Allopsocus marginalis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4107","Calopsocus furcatus (New, 1978)","Calopsocus furcata","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Calopsocus","Calopsocus furcatus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4108","Allocaecilius sinensis Lee, S. S. & Thornton, 1967","Allocaecilius sinensis","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Allocaecilius","Allocaecilius sinensis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4109","Pseudocaecilius citricola (Ashmead, 1879)","Pseudocaecilius citricola","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Pseudocaecilius","Pseudocaecilius citricola",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4110","Heterocaecilius solocipennis (Enderlein, 1907)","Heterocaecilius solocipennis","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Heterocaecilius","Heterocaecilius solocipennis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4111","Lobocaecilius monicus Lee, S. S. & Thornton, 1967","Lobocaecilius monicus","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Lobocaecilius","Lobocaecilius monicus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4112","Bertkauia crosbyana Chapman, P. J., 1930","Bertkauia crosbyana","species","Animalia","Arthropoda","Insecta","Psocodea","Epipsocidae","Bertkauia","Bertkauia crosbyana",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4113","Asio","Asio","genus","Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio",NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4114","Asiopsocus sonorensis Mockford & Garcia Aldrete, 1976","Asiopsocus sonorensis","species","Animalia","Arthropoda","Insecta","Psocodea","Asiopsocidae","Asiopsocus","Asiopsocus sonorensis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4115","Xanthocaecilius sommermanae (Mockford, 1955)","Xanthocaecilius sommermanae","species","Animalia","Arthropoda","Insecta","Psocodea","Paracaeciliidae","Xanthocaecilius","Xanthocaecilius sommermanae",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4116","Matsumuraiella radiopicta Enderlein, 1906","Matsumuraiella radiopicta","species","Animalia","Arthropoda","Insecta","Psocodea","Dasydemellidae","Matsumuraiella","Matsumuraiella radiopicta",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4117","Teliapsocus conterminus (Walsh, 1863)","Teliapsocus conterminus","species","Animalia","Arthropoda","Insecta","Psocodea","Dasydemellidae","Teliapsocus","Teliapsocus conterminus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4118","Graphopsocus cruciatus (Linnaeus, 1768)","Graphopsocus cruciatus","species","Animalia","Arthropoda","Insecta","Psocodea","Stenopsocidae","Graphopsocus","Graphopsocus cruciatus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4119","Stenopsocus aphidiformis Hua, Li-zhong, 2000","Stenopsocus aphidiformis","species","Animalia","Arthropoda","Insecta","Psocodea","Stenopsocidae","Stenopsocus","Stenopsocus aphidiformis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4120","Stenopsocus nigricellus Okamoto, 1907","Stenopsocus nigricellus","species","Animalia","Arthropoda","Insecta","Psocodea","Stenopsocidae","Stenopsocus","Stenopsocus nigricellus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4121","Taeniostigma elongatum (Hagen, 1858)","Taeniostigma elongatum","species","Animalia","Arthropoda","Insecta","Psocodea","Amphipsocidae","Taeniostigma","Taeniostigma elongatum",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4122","Kolbea fusconervosa Enderlein, 1906","Kolbia fusconervosa","species","Animalia","Arthropoda","Insecta","Psocodea","Amphipsocidae","Siniamphipsocus","Siniamphipsocus fusconervosus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4123","Amphipsocus japonicus (Enderlein, 1906)","Amphipsocus japonicus","species","Animalia","Arthropoda","Insecta","Psocodea","Amphipsocidae","Amphipsocus","Amphipsocus japonicus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4124","Polypsocus corruptus (Hagen, 1861)","Polypsocus corruptus","species","Animalia","Arthropoda","Insecta","Psocodea","Amphipsocidae","Polypsocus","Polypsocus corruptus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4125","Calocaecilius decipiens Mockford, 1974","Calocaecilius decipiens","species","Animalia","Arthropoda","Insecta","Psocodea","Amphipsocidae","Calocaecilius","Calocaecilius decipiens",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4126","Pericaecilius singularis (Banks, N., 1937)","Pericaecilius singularis","species","Animalia","Arthropoda","Insecta","Psocodea","Caeciliusidae","Pericaecilius","Pericaecilius singularis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4127","Valenzuela flavidus (Stephens, 1836)","Valenzuela flavidus","species","Animalia","Arthropoda","Insecta","Psocodea","Caeciliusidae","Valenzuela","Valenzuela flavidus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4128","Valenzuela oyamai (Enderlein, 1906)","Valenzuela oyamai","species","Animalia","Arthropoda","Insecta","Psocodea","Caeciliusidae","Valenzuela","Valenzuela oyamai",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4129","Caecilius fuscopterus (Latreille, 1799)","Caecilius fuscopterus","species","Animalia","Arthropoda","Insecta","Psocodea","Caeciliusidae","Caecilius","Caecilius fuscopterus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4130","Dypsocus coleoptratus (Hagen, 1858)","Dypsocus coleoptratus","species","Animalia","Arthropoda","Insecta","Psocodea","Caeciliusidae","Dypsocus","Dypsocus coleoptratus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4131","Lachesilla anna Sommerman, 1946","Lachesilla anna","species","Animalia","Arthropoda","Insecta","Psocodea","Lachesillidae","Lachesilla","Lachesilla anna",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4132","Lachesilla","Lachesilla forcepeta","genus","Animalia","Arthropoda","Insecta","Psocodea","Lachesillidae","Lachesilla",NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4133","Peripsocus madidus (Hagen, 1861)","Peripsocus madidus","species","Animalia","Arthropoda","Insecta","Psocodea","Peripsocidae","Peripsocus","Peripsocus madidus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4134","Peripsocus subfasciatus (Rambur, 1842)","Peripsocus subfasciatus","species","Animalia","Arthropoda","Insecta","Psocodea","Peripsocidae","Peripsocus","Peripsocus subfasciatus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4135","Ectopsocus meridionalis Ribaga, 1904","Ectopsocus meridionalis","species","Animalia","Arthropoda","Insecta","Psocodea","Ectopsocidae","Ectopsocus","Ectopsocus meridionalis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4136","Ectopsocopsis cryptomeriae (Enderlein, 1907)","Ectopsocopsis cryptomeriae","species","Animalia","Arthropoda","Insecta","Psocodea","Ectopsocidae","Ectopsocopsis","Ectopsocopsis cryptomeriae",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4137","Propsocus pulchripennis (Perkins, 1899)","Propsocus pulchripennis","species","Animalia","Arthropoda","Insecta","Psocodea","Elipsocidae","Propsocus","Propsocus pulchripennis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4138","Hemipsocus chloroticus (Hagen, 1858)","Hemipsocus chloroticus","species","Animalia","Arthropoda","Insecta","Psocodea","Hemipsocidae","Hemipsocus","Hemipsocus chloroticus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4139","Psilopsocus malayanus New & S. S. Lee, 1991","Psilopsocus malayensis","species","Animalia","Arthropoda","Insecta","Psocodea","Psilopsocidae","Psilopsocus","Psilopsocus malayanus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4140","Symbiopsocus hastatus Mockford, 2003","Symbiopsocus hastatus","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Symbiopsocus","Symbiopsocus hastatus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4141","Loensia moesta (Hagen, 1861)","Loensia moesta","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Loensia","Loensia moesta",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4142","Loensia variegata (Latreille, 1799)","Loensia variegata","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Loensia","Loensia variegata",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4143","Ptycta johnsoni Bess, E. C. & Yoshizawa, 2007","Ptycta johnsoni","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Ptycta","Ptycta johnsoni",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4144","Amphigerontia jezoensis Okamoto, 1907","Amphigerontia jezoensis","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Amphigerontia","Amphigerontia jezoensis",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4145","Blaste (Blaste) quieta (Hagen, 1861)","Blaste quieta","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Blaste","Blaste quieta",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4146","Blastopsocus lithinus (Chapman, P. J., 1930)","Blastopsocus lithinis","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Blastopsocus","Blastopsocus lithinus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4147","Psocus bipunctatus (Linnaeus, 1761)","Psocus bipunctatus","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Psocus","Psocus bipunctatus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4148","Sigmatoneura (Sigmatoneura) kolbei (Enderlein, 1906)","Sigmatoneura kolbei","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Sigmatoneura","Sigmatoneura kolbei",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4149","Sigmatoneura kakisayap Yoshizawa & Lienhard, 2005","Sigmatoneura kakisayap","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Sigmatoneura","Sigmatoneura kakisayap",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4150","Metylophorus novaescotiae (Walker, F., 1853)","Metylophorus novaescotiae","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Metylophorus","Metylophorus novaescotiae",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4151","Longivalvus nubilus (Enderlein, 1906)","Longivalvus nubilus","species","Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Longivalvus","Longivalvus nubilus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4152","Psyllipsocus oculatus Gurney, A. B., 1943","Psyllopsocus oculatus","species","Animalia","Arthropoda","Insecta","Psocodea","Psyllipsocidae","Psyllipsocus","Psyllipsocus oculatus",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4153","Dasypsocus","Dasypsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Amphipsocidae","Dasypsocus",NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4154","Myopsocus","Myopsocus","genus","Animalia","Arthropoda","Insecta","Psocodea","Myopsocidae","Myopsocus",NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4155","Nanolachesilla","Nanolachesilla","genus","Animalia","Arthropoda","Insecta","Psocodea","Lachesillidae","Nanolachesilla",NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4156","Bryopsocus townsendi (Smithers, Courtenay, 1969)","Bryopsocus townsendi","species","Animalia","Arthropoda","Insecta","Psocodea","Pseudocaeciliidae","Bryopsocus","Bryopsocus townsendi",NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4157","Paracaeciliidae","Paracaeciliidae","family","Animalia","Arthropoda","Insecta","Psocodea","Paracaeciliidae",NA,NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4158","Nannochorista","Nannochorista","genus","Animalia","Arthropoda","Insecta","Mecoptera","Nannochoristidae","Nannochorista",NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4159","Nannochoristidae","Nannochoristidae","family","Animalia","Arthropoda","Insecta","Mecoptera","Nannochoristidae",NA,NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4160","Mecoptera","Mecoptera","order","Animalia","Arthropoda","Insecta","Mecoptera",NA,NA,NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4161","Halteria","Halteria","genus","Chromista","Ciliophora","Oligotrichea","Halteriida","Halteriidae","Halteria",NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4162","Lesneiidae","Lesneiidae","family","Animalia","Arthropoda","Insecta","Psocodea","Lesneiidae",NA,NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4163","Thysanoptera","Thysanoptera","order","Animalia","Arthropoda","Insecta","Thysanoptera",NA,NA,NA,NA,"ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4164","Matsumurana","Matsumurana","genus","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Matsumurana",NA,"Membracoidea","ZoolJLinnSoc2014 - Julie Allen.pdf",NA,NA
"4165","Celithemis","Celithemis","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Celithemis",NA,NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4166","Anisoptera","Anisoptera","genus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Dipterocarpaceae","Anisoptera",NA,NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4167","Libellulidae","Libellulidae","family","Animalia","Arthropoda","Insecta","Odonata","Libellulidae",NA,NA,NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4168","Odonata","Odonata","order","Animalia","Arthropoda","Insecta","Odonata",NA,NA,NA,NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4169","Pseudoleon","Pseudoleon","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Pseudoleon",NA,NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4170","Libellula","Libellula","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula",NA,NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4171","Celithemis","Celithemis monotypic","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Celithemis",NA,NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4172","Leucorrhinia","Leucorrhinia","genus","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Leucorrhinia",NA,NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4173","Cordulia","Cordulia","genus","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Cordulia",NA,NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4174","Celithemis martha Williamson, 1922","Celithemis martha","species","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Celithemis","Celithemis martha",NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4175","Celithemis fasciata Kirby, 1889","Celithemis fasciata","species","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Celithemis","Celithemis fasciata",NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4176","Celithemis eponina Drury, 1773","Celithemis eponina","species","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Celithemis","Celithemis eponina",NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4177","Celithemis bertha Williamson, 1922","Celithemis bertha","species","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Celithemis","Celithemis bertha",NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4178","Neuroptera","Neuroptera","order","Animalia","Arthropoda","Insecta","Neuroptera",NA,NA,NA,NA,"celithemis paper - Jessica Ware.pdf",NA,NA
"4179","Cordulegaster","Cordulegaster","genus","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4180","Odonata","Odonata","order","Animalia","Arthropoda","Insecta","Odonata",NA,NA,NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4181","Anisoptera","Anisoptera","genus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Dipterocarpaceae","Anisoptera",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4182","Cordulegastridae","Cordulegastridae","family","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae",NA,NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4183","Cordulegaster princeps Morton, 1916","Cordulegaster princeps","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster princeps",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4184","Cordulegaster trinacriae Waterston, 1976","Cordulegaster trinacriae","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster trinacriae",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4185","Cordulegaster picta Selys, 1854","Cordulegaster picta","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster charpentieri",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4186","Cordulegaster heros Theischinger, 1979","Cordulegaster heros","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster heros",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4187","Cordulegaster boltonii Donovan, 1807","Cordulegaster boltonii","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster boltonii",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4188","Cordulegaster helladica Lohmann, 1993","Cordulegaster helladica","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster helladica",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4189","Cordulegaster insignis Schneider, 1845","Cordulegaster insignis","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster insignis",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4190","Cordulegaster bidentata Selys, 1843","Cordulegaster bidentata","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster bidentata",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4191","Cordulegaster helladica buchholzi Lohmann, 1993","Cordulegaster helladica buchholzi","infraspecies","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf","","Cordulegaster helladica buchholzi"
"4192","Cordulegaster boltonii algirica Morton, 1916","Cordulegaster boltonii algirica","infraspecies","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf","","Cordulegaster boltonii algirica"
"4193","Cordulegaster bidentata Selys, 1843","Cordulegaster bidentata bidentata","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster bidentata",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4194","Cordulegaster bilineata Carle, 1983","Cordulegaster bilineata","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster bilineata",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4195","Anotogaster sieboldii Selys, 1854","Anotogaster sieboldi","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Anotogaster","Anotogaster sieboldii",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4196","Chlorogomphus okinawensis Ishida, 1964","Chlorogomphus okinawensis","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Chlorogomphus","Chlorogomphus okinawensis",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4197","Chlorogomphus brunneus Oguma, 1926","Chlorogomphus brunneus","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Chlorogomphus","Chlorogomphus brunneus",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4198","Chlorogomphus iriomotensis Ishida, 1972","Chlorogomphus iriomotensis","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Chlorogomphus","Chlorogomphus iriomotensis",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4199","Onychogomphus forcipatus Linnaeus, 1758","Onychogomphus forcipatus","species","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Onychogomphus","Onychogomphus forcipatus",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4200","Anax imperator Leach, 1815","Anax imperator","species","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Anax","Anax imperator",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
"4201","Cordulegaster boltonii iberica Boudot & Jacquemin, 1995","Cordulegaster boltonii iberica","infraspecies","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf","","Cordulegaster boltonii iberica"
"4202","Cordulegaster boltonii immaculifrons Selys, 1843","Cordulegaster boltonii immaculifrons","infraspecies","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster",NA,NA,"cordulegaster phylogeny - Jessica Ware.pdf","","Cordulegaster boltonii immaculifrons"
"4203","Cordulegaster boltonii Donovan, 1807","Cordulegaster boltonii boltonii","species","Animalia","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster","Cordulegaster boltonii",NA,"cordulegaster phylogeny - Jessica Ware.pdf",NA,NA
